id,text,label
2625,Ab ke saawan ghar aa ja& Mera gana jari tha ke achanak barish ki boondein parhna shuru ho gai,0
2626,Mujhe aisa laga ke jaise moti tapak rahe hain,0
2627,Isi asnaa mein announcer ki awaaz sunai di jo keh raha tha ke pehle suna he suna tha  lekin aaj hum dekh rahe hain ke Meghraj mein Iqbal Bano thumri gaa rahi thin ke barish ho gai,0
2628,Iqbal Bano ko classical aur neem classical bilkhusoos mere watan ke naujawan  watan ke geet gaae jaa  aur yeh apni zameen yeh apna watan  sooraj ki tarah roshan roshan apni misaal aap hain,0
2629,Agar sawal kiya jae ke Pakistan ke kisi fankaar ka naam batae  jise radio  television aur film ke hawale se aalmi shohrat hasil hai to jawab mein hamare paas sirf aik naam hai aur wo hai zia mohyeddin,0
2630,Theater ki mohabbat inhe kusha kusha London le gai  jahan inho ne 1953 - 56 mein royal academy of dramatic arts mein drama ki baqaida tarbiyat hasil ki aur stage dramas ka aaghaz kiya,0
2631,Zia Mohyeddin se meri dosti barson par muheet hai,0
2632,Jis shakhs ne sari zindagi nazreen aur tamashaiyon ke saamne apne funn ka muzahira karne mein guzari ho  wo bhala sharmeela kis tarah ho sakta hai  lekin haqiqat yeh hai ke Zia Mohyeddin sharmeele hain aur is silsile mein  main apni taraf se kuch kehne ke bajae khud un ke alfaaz dohrana chahonga,0
2633,Main yeh baat is liye keh raha hon ke amoman log samajhte hain ke showbiz mein sharmile aadmi ka koi kaam nahi  halan ke mera khayal hai ke mein to is maidan mein aaya he is liye tha,0
2634,Sakht sharmilapan aur namood o numaiysh ki khuwahish,0
2635,Sharmilapan he insaan ko apni zaat ke izhaar ke liye dosri chezon ka sahara lene par majboor karta hai  ,0
2636,Zia Mohyeddin Show apne daur ka behad maqbool aur meyari program tha,0
2637,Zia Mohyeddin ka kehna hai ke mujhe is program ki maqboliyat ka andaza is roz hua  jab main ne aik choti si bachi ko yeh kehte hue suna    Ammi Ammi  wo dekhen Zia Mohyeddin Show ja rahe hain  ,0
2638,Zia Mohyeddin barhi mehnat aur tehqeeq ke sath sawalaat tayyar karte the,0
2639,Nasir Iqbal is waqat Pakistan ke un chand khilariyon mein se aik hain jin se mustaqbil mein achi umeeden wabasta hain,0
2640,Wo Pakistan squash ki tarikh ke wahid khilari hain jinein British Open junior ki under 13 championship jetne ka ezaz hasil hai,0
2641,Wo duniya squash mein junior satah ke kai muqabalon ke title apne naam kar chuke hain,0
2642,1st April 1994 ko Bannu mein paida hone wale Pakistan number one Nasir Iqbal apne khandan ke wahid fard hain jo benul qawami satah par Pakistan ki numaindagi kar rahe hain,0
2643,Unhein England mein hone wale London Open aur Malaysia mein hone wale Royal Cup ka title jeetne ka ezaz bhi hasil hai,0
2644,"Duniya e squash mein 2013 ke ikhtetam par un ki World ranking 48 thi, tahum Nasir Iqbal ke azam buland hain aur bohat jald dunya ke top ten khilariyon mein shamil hone ke leye pori mehnat kar rahe hain",0
2645,"Nasir Iqbal: Main Bannu se squash kheelne wala phela khilari hun,",0
2646,bas usse dekh kar mera shoq barha aur main is tarah aaga aur teen saal ki practice aur training ke bad main ne British Junior mein shirkat ki aur under 13 championship jeetne mai kaamyab raha,0
2647,"Is tournament mein kaamyabi se mere leye squash kheelne ki rahein khulti gayein, phir bad mein na sirf Pakistan balke beron e mulk mein bhi junior title jeetne mein kaamyab raha hun",0
2648,Question: Haliya dinon mein benul aqwam satah par aap ki karkardagi nisbatan behtar rahi hai aage kia tawaqoaat hain?,0
2649,"Nasir Iqbal : koshish yehi hoti hia ke mehnat Karen aura chi karkardagi pesh Karen, ",0
2650,"har waqat zehan mein yehi baat hoti hai ke jis tarah Jahangir Khan aur Jan Sheer Khan ne Pakistan ka naam roshan kiya hai un ke naqsh e qadam chalen aur squash mein Pakistan ke khoye howae muqam ko aik martaba phir hasil kar len, ",0
2651,lekin is ki wahaj talent ya practice ki kami nahi hai ,0
2652,Allah ka shukar hai ke is ke bawajod main London Open aur us se qabal Malaysia mein hone wale Royal Cup ko jeetne mein kaamyab raha,0
2653,jahan squash ke almi number aik aur do khilariyon se muqable ache aur kante ke howae the,0
2654,"Khas tor par Girigiri Goltair se bohat close match howae the, ",0
2655,"main ab tak top 16 ranking ke khilariyon ko shikast de chukka hun, ",0
2656,sirf moqa milne ki baat hai agar ye musalsal milte rahe to nataij aur behtar hun ge,0
2657,"jab ke aik waqat tha ke jab 35 ya 40 saal tak ke khilari court mein benul qawami squash kheelte nazar aate the,",0
2658,meri umar is waqat 20 saal hai aur mere pas abhi kafi waqat hai ke main duniya ke bare bare tournaments mein karkardagi pesh karon aur top position hasil karon,0
2659,"Nasir Iqbal: Jahan tak Misr ki baat hai to Misr se taluq rakhne wale khilari kafi ache ja rahe hain, Misr mein junior khilariyon",0
2660,"Junior muqablon mein Misr ke khilari benul aqwami satah par kafi behtar karkardagi ka muzahirah kar rahe hain, is waqat Misr ke benul aqawami satah ke khilari Karim Darwesh aur Amar Shabana junior khilariyon ko training de",0
2661,halan ke humare khilariyon ko tawatur ke sath bare tournaments mein shirkat ke moqe mile to hum top ten khilariyon ko shikast dene main ,0
2662,apni missal pesh karta hunk e agar beron e mulk hone wale shirkat ke leye mujhe sirf tickets bhi mil jayein to main bohat jald ranking behtar karte howae top ten khilariyon mein aasakta hun,0
2663,"Question : Ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hai?Nasir Iqbal : Is waqat to tamam tar support ghar walon ki taraf se hi hai, won a sirf hum par mehnat kar rahe",0
2664,"hum ne himat nahi hari, hum neek niyati ke sath lage howae hain",0
2665,"humein umeed hai ke halat hameshah kharab nahi rahein ge aura cha waqat zaror aaye ga, kyun ke hum bhi kisi se kam nahi hain",0
2666,"Question : Ese kon se senior khilari hain jin ki ranking behtar hone ke imkanat hain aur wo kam iz kam top 20 mein aasakte hain?Nasir Iqbal : Senior mein is waqat mere sath Farhan Zaman, Danish Atlas, Sheikh Saqib aur Taiya",0
2667,Main samajhta hunk e khilariyon ko PIA ya mukhtalif banks aur degar idaron mein mulazimat mile to phir squash ka kheel aur tezi se taraqi kare ga,0
2668,Yeh 28 November 1979 ka waqea hai jab Adleed mein Torsam Khan doosre round ke match mein New Zealand ke Newan Barber ke madd e moqabil they woh tamashayon sey bhari huee galri mein apne fun ka shandar mozahra ker rahe they,0
2669,"Uss waqt un ke teen behtareen dost Hadayat Jahan,Gogi Alauddin, Jaif Hat, un ke qareeb maujood they aur un ki azmat ko salam ker rahe they",0
2670,16 saal (years) ki umer mein woh pehli mertaba qaumi junior champion bane they aur iss tarah unki shohrat ka silsila shooru hua,0
2671,1971 mein New Zealand ke daura mein unhon ne Pakistan ki numaen dagi ki 1972 mein unhon ne Western England open jeeti aur issi saal professional serkit mein agae,0
2672,1973 mein unhon ne teen aham tournament jeete aur apna nam bare khelaryon ki saf mein likhwa leya ane wale saalon mein woh duniya ke top ten khelaryon mein shamil they magar,0
2673,Wo guzishta dinon Russia mein hone wale World University moqablon mein Pakistan Universities ki numaindagi kar chuki hain,0
2674,Higher Education unhein un ki athletics ke medan mein outstanding karkardagi par scholar ship se bhi nawaz chukka hai,0
2675,wo Pakistan athletics ki pheli athlete hain jo quomi satah ke moqablon mein aik event ke doran infaradi tor par 8 gold medals hasil karne ke elawa majmoi tor par 2 darjan se zaid gold medals apne naam kar chukka hain,0
2676,Wo aik behtareen sprinter aur jumper hain,0
2677,Un ki shandar karkardagi ke baad ab ye baat yaqini hai ke wo bohat jald Pakistan ki numaindagi karne mein kamyab ho jayein gi,0
2678,Phir jab main secondary school mein aai to aik moqe par meri sports teacher Miss Zareen ne mujhe bolaya aur kaha ke tum behtareen athlete ban sakti ho,0
2679,Wahein se athletics mein meri dilchaspi barhti gai aur main ne school mein taleem ke doran hi secondary satah par hone wale muqablon mein baqaidah shirkat karni shuru ki,0
2680,Question: Aap apni mojudah karkardagi se mutmain hain?Razia Sheer Khan: Main anpi karkardagi se bohat mutmain hun,0
2681,"Main ne pheli martaba 2010 mein hone wale quomi muqablon mein gold medal hasil kiya tha, Allah ke fazal se us waqat se ab tak meri karkardagi behtar se behtar ho rahi hai aura b tak main national level par 2 dozen se zaid",0
2682,"Question: Is ka matlab hai ke aap ka athletics mein jane ka fasla sahi tha?Razia Sheer Khan: Bilkul, ab jab ke main is mein achi karkardagi pesh kar rahi hun to main ye keh sakti hunk e mera athletics mein aane ka fasla sah",0
2683,is ka credit main apni scholl teacher ko bhi don gi jinhon ne mujhe athlete banne par aamadah kiya,0
2684,mera kaam nekniyati se mehnat karna hai aur wo main kar rahi hun,0
2685,"Meri karkardagi bhi sab ke samne hai, aur mujhe selectors par etemad hai",0
2686,Insha Allah main bohat jald quomi team ki numaindagi karon gi,0
2687,Jinhon ne meri ibtedai khamiyon ko khatam karne aur mujhe bahesiyat athlete sahi track par lane mein aham kirdar ada kiya,0
2688,Is waqat M,0
2689,"Aslam aur Imran Khan mere coaches aur trainers hain, jo meri karkardagi ko har guzatre din ke sath behtar karne mein madad farahum kar rahe hain",0
2690,abhi jab main Russia mein hone wale World Universities muqablon mein sharik thi to wahanmuqablon ka behtareen mayar dekh kar bari khush gawar heraat hoi,0
2691,Har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein,0
2692,Ye esi cheizen hain jin se athletes ke etemad mein izafa hota hai aur wo mazid behtar karkardagi ki janib barhte hain,0
2693,Left hand se khelne wale stylish batsmen ka tazkara ho to baat Pakistan ke mayanaaz opening batsmen Saeed Anwar tak zaroor pohanchegi,0
2694,Aamir Sohail ke sath in ki jorhi ko Majid Khan aur Sadiq Mohammad ke bad Pakistan ko milne wala behtareen opening pair qarar diya ja sakta hai,0
2695,"Tahum selectors in se mayoos na hue aur inhe dobara mauqa diya gaya, jis se Saeed Anwar ne pora faida uthaya, yahan tak ke jab Saeed Anwar retire hue to in ka shumar duniya ke suff e awwal ke cricketers mein hota tha",0
2696,"Rote hue aate hain sab, hansta hua jo jaega,,,",0
2697,      Wo muqaddar ka sikander… Janemann kehlaega…,0
2698, NED university se computer science mein engineering ki degree li aur cricket ki duniya fatah karne nikal khare hue,0
2699," Phir 1984 – 85 mein KCCA ne inhe select kar liya, bad mein inho ne UBL, ADBP, Lahore, National bank aur Pakistan ki numaiydegi ki",0
2700,"Saeed Anwar aksar off stump ki taraf andha dhund andaaz mein jhapat’te the, lekin inhe rokne ka koi faida nahi tha kyun ke yehi in ke liye runs banane ka sab se zarkhez ilaqa tha",0
2701,One day cricket mein jab ibtedai 15 overs ke liye fielding ke hawale se baaz pabandiyan aaiyd ki gai to Saeed Anwar fifty banane ke liye goya race lagaya karte the aur apni team ko aksar flying start diya karte the,0
2702,Saeed Anwar match winning innings khelne ki pori salahiyat rakhte the,0
2703,"Cricket ke bohat se qadamat pasand experts ne off stump ki janib yalghar karne ki Saeed Anwar ki kamzori par umgliyan uthai hain, lekin sachi baat yeh hai ke jis batsman ne off stump ki bhol bhullaiyon par mabni gher yaqeeni duniya ko musakhir kiya",0
2704, Jab wo off stump ki taraf ball ko dhondne nikalte to aisa maloom hota tha ke jaise bijli koond rahi ho,0
2705,"Saeed Anwar ball ko aise maarte the, jaise hathora maar rahe hon",0
2706,"aksar Saeed Anwar ke bat se milaap ke bad ball bijli ki si tezi se boundary line ki taraf jati thi, jise rokne ke liye kisi bohat je jeedar fielder ki zarorat hoti thi
",0
2707, Itna kisi hum asar batsman ne na kiya hoga,0
2708,In ka sab se barhi khobi he off stump ke samandar mein jaal daalna aur wahan se runs ke rang barange moti nikalna thi,0
2709,In ka sab se barha test score 188 runs not out raha,0
2710, Saeed Anwar ne 247 one day international matches mein 39,0
2711,Jo inho ne May 1997 mein Chennai mein khelte hue India ke khilaf banaya tha,0
2712,Is yadgaar innings mein 22 fours aur 5 sixes bhi shamil the,0
2713,Yeh Saeed Anwar ka din tha,0
2714, Jab inho ne Indian balling ka bharkas nikaal diya tha,0
2715,Yeh one day international cricket ka sab se barha infaradi score bhi tha,0
2716, 1997 mein Wisden  new Saeed Anwar ko 5 behtareen cricketers ki top of the list mein shamil kiya,0
2717,Aaj kal saed anwar aur in ki wife ka ziyada tar waqt gharibon aur hajatmando ki khidmat o a’anat mein guzarta hai,0
2718,"Saeed Anwar ke is safar ke dauran shaiyqeen cricket to aik stylish batsman se mehroom ho gae, lekin bohat se zaroratmandon ko un ka masiha mil gaya",0
2719,Pakistani cricket ki tareekh ka behtreen batsman all time grades mein kia numaya muqam ka hasiil aur Pakistan cricket ko kia naya chehra dene wale javed Miandad 12June 1957 ko  karachi mein paida huwe,0
2720,  Cricket se bohot lagao hone ki wajah se in ki khawaish thi ka in kakoi beta cricketer bane,0
2721, Javed Miandad ko bachpan se circket ka mahoul mila,0
2722, 14 saal ki umar mein Javed Miandad ka shumar ache cricketers mein kiya jane lage,0
2723, Sindh under 19 ka fainal ki dono innings mein sanctuary bana kar inhone  selectors ki tawajah apni taraf mubazol karli,0
2724, Iss ka bad kardar smar shild tournament mein inhone karachi wahites ki taraf se khelte huwe nathional bank ka kheliaf 331runs banaye,0
2725,Javed Miandad kay  musalsal umda kar kardagi ne rang dekhaya aur 1975 ka World Cup ka liye inhe team mein shamil karliya gaya,0
2726, World cup mein apna phela  match Javed Miandad  West Indies ka khilaf khela aur 24 runs ki pur atemad innings kheli,0
2727, Sri Lanka ka khilaf khele jane wale match mein Javed Miandad do wickets hasil kien aur not out rehte huwe 28 runs banaye,0
2728, Javed Miandad ki kardagi dekhne walon ko mutasir kar gai aur inhein six’s county ki second eleven mein jaga mil gai lakin apni umdah karkardagi ki badolat woh jald hi nai senior eleven mein shamil hogaye,0
2729, Javed Miandad ne is test ko jitane mein aham kirdar ada kiya,0
2730,"  Javed Miandad,  Asif Iqbal ki hamrahi inning ka agaz kiya aur apne phele hi match mein 163 runs ka bara score bana dala",0
2731, Isi sires mein unhone kia double sanctuary bana kar double sanctuary banane wale sub se kam umar player hone ka azaz hasil kiya,0
2732,1978  mein  jab Bharat ki team Pakistan ka dore per ai to mulk mein cricket ki maqboliyat apne urooj per thi,0
2733, kia taweel arse bad dour riwayati hereef kia dusre may mad e muqabil the,0
2734, Javed Miandad ne Bharat ka khilaf  Faisalabad mein khele jane wale phele test mein 154 runs  banaye aur not out raha aur phir Karachi mein khele jane wale tesre test mein Javed Miandad aik aur century banai,0
2735, Asif Iqbal ka sath Miandad ki inning qabil e deed thi,0
2736, Dono ne jis andaz mein Bharti fielding ko mutashir kar ka runs samaete shayid hi aisi innings dobara kabhi dekhne mein na aye,0
2737, Aik dilchaps baat ye hai ka duniya ko wicket ka darmiyan dorna sikhne wale ye dono khilari apne apne career ki akhri inning Bharat mein khele aur dono hi iss inning mein run out  hi huwe,0
2738,1979 se 1980 mein Pakistan ki team ne Bharat ka doura kiya jis mein khilaryon ki khasosan super stars karkardagi achi na rahi,0
2739,  Air marshal Noor khan ko Pakistan cricket board ka sarbarah bana diya gaya unhon ne qaumi team ka caption javed Miandad ko muqarar kardiya,0
2740, Iss liye Australia  ka khilaf 3 test machetes ki series mein Javed Miandad ne team ki qayadat ki aur Pakistan  ne spiners ki madad se series jeet li,0
2741, Iss ka bad Melbrane test mein Pakistan ne aik inning mein 500 runs banaye aur match jeet liya,0
2742,1982 mein England ka doure mein Imran khan ne team ki qayadat (Captain) ki in ko Miandad ka tawon hassil tha aur Imran khan ka pure career mein hata ka world cup 1992 mein bhi javed Miandad Iimran ko mouqe ki munasbat se mashware diyakarte thay,0
2743, Iss liye in ko Miandad ka sath le kar kamiyabi hasil huwe,0
2744,  Javed Miandad in dino apne career ka urroj per thay,0
2745,1982 mein Bharat ka khilaf Hyderabad test mein  Javed Miandad ne 280 runs banaye Imran ki qayadat (Captain) mein unhone test matches mein phele session  mein 948 runs banaye jin mein 3 centuries shamil thi,0
2746, 1984 se 1985 mein Zaheer Abbas  ne New Zealand  ka doure mein captaini wapas lene se inkear kardiya to aik bar phir captainship Miandad ka pass wapas agai,0
2747, Iss doran Miandad ki purzour sifarish per Waseem Akram New Zealand ka doure ka liye muntakhib huwe to Waseem Akram ate hi Dunedin test  mein 10 wickets le kar shurat hasil karli,0
2748,1986 mein Sharjah mein hone wale Australia  cup ka final ki akhri ball per Javed Miandad ne Chetan Sharma ko six mar kar Pakistan ko fatha diladi,0
2749, Iss yadgar tareekhi chahke ki badolat na sirf Javed Miandad ne Pakistan ka riwayati hareef se mini world cup ki shikast ka badla liya bal ka Bharat ko nafsiyati  tour per aisa majroh kiya ka iss ke  bad Bharat ki team kabhi Pakistan ki ankh mein ankhein dal kar na dekh saki aur bain ul aqwami muqabalo (International Cricket ) mein Pakistan ka palra Bharat ka moqable mein hamesha bhari raha,0
2750,1992  ka world cup ka bad Imran khan retire hogaye to Javed Miandad ki jaga captain bane magar jald hi tareekh (history) ne kia bar phir khud ko dhuraya,0
2751,        Retire hone ka bawajud cricket  se Javed Miandad ka taluq toota nahi 2008 se 1999 mein unhone ne Pakistan team ki coching ki aur aj kal Pakistan cricket board ka director general ka tour per khidmat unjam de rahe hain,0
2752, Javed Miandad  ne kahi munfarid records apne naam kiye woh musalsal 6 world cup mein hissa lene wale wahid khilari hain aur in mudad  chand  khilariuon mein se kia jin ki test matches  mein euns banane ki average kabhi 50 se niche nahi ai 2009 mein Imran khan aur Hanif Mohammad ka sath inhein 1CC ka Hall of Fame mein shamil kiya gaya,0
2753,Football World Cup 2014 Brazil mein munaqid ho raha hai aur Brazil bilashubah Football se diwangi ki had tak muhabat karne walon ka mulk hai,0
2754, Jahan Football dekhna aur kheelna aik abdat ki se ahmiyat rakhta hai,0
2755, Lehazah tawaqa hai ke teams ke mabeen zabardast marka aarai ho gi,0
2756, Aaiye kurah e arz ke is aham tareen kheel ke mah e rawan mein hone wale sab se bare almi event ke bare mein jante hain,0
2757,Mojudah Football World Cup tarteb ke lehaz se beaswan (20th) event hai,0
2758, Jis ke ineqad ke leye kai mumalik khuwahishmand the,0
2759, Tahum qura e fal Brazil ke naam nikla,0
2760, Is elan ke taqreban aik saal bad 17 March 2004 ko South American Football Assosiation ke mutazamin ki janib se elan kiya gaya ke World cup 2014 ke muqable Brazil mein munaqid kiye jayein ge,0
2761, Is peshraft ke baad 13 December 2006 “Brazilian Football Confederation” ke us waat ke saddar “Ricardo Teixeira” ne bazabta tor par muqabalon ke ineqad ki hami bharte howae Brazil ko FIFA ke samne bator umeedwar mulk pesh kia,0
2762, Tahum is doran Colombia ne 18 December 2006 ko elan kiya ke wo bhi muqabalon ke ineqad ke leye bator umeedwar is muqabale mein dakhil ho raha hai,0
2763," Is tarah taqreban 6 mah ki mushawarat ke bad FIFA ne 30 October 2007 ko elan kiya ke chun ke 20014 ke Football World Cup ke ineqad ki dor mein Brazil ke elawa koi mulk sharik nahi hai, lehaza 2014 ka Almi Cup Brazil mein munaqed kiya jaye ga",0
2764,Football World Cup 2014 ka mezban mulk mutakhib hone ke bad almi satah par is baat ka wawela kiya gaya ke Brazil iqtesadi tor par is qabil nahi ke wo in muqabalon ke leye almi mayar ke stadiums tameer kar sake,0
2765,Tahum Brazil kyun ke Football ke dewanon ka mulk hai lehaza isjazbe ko samne rakhte howae Brazilian Football Assosiation ne stadiums ki tameer ke leye din raat aik kar deye,0
2766, Tahum FIFA ne in sheharon ki tadad ko 10 se 8 tak mehdod karne ka mashwarah diya jis ke jawab mein Brazilian Football Confedrationke us waqat ke Saddar Ricardo  Teixeira ne muqabalon ke leye sheharon ki tadad 12 mutaiyan kar di,0
2767, 31 May 2009 ko muqabalon ke mezban sheharon ka elan karte howae unhon ne waze kiya ke ye wo shehar hain jin ke zarye pore mulk mein Football ke tamashai muqabalon se mehzoz ho saken ge,0
2768,Guzishta saal December tak naye stadiums ki tameer aur purane medanon ki tazeen o araish  ke leye Brazil Football Assosiation aur Brazilian hukumat ne 3.7 Billion Dollor ke akhrajat ka takhmina lagaya tha,0
2769, Lekin Brazilian hukumat ne naye stadiums ki tameer aur degar tamirati kaamon ka silsila jari rakha,0
2770," Stadiums ki tameer ke elawa sarkon ki tameer, Tram service, Railway line, Airports aur degar tamirati kaamon ke akhrajat ke leye mashhor maliyati adare Bloomberg ne World cup ke doran majmoi tor par 14",0
2771, Is ke bawajod World Cup par ane wale akhrajat aur stadiums ki tameer ke leye rihaishi elaqon ko khali karane par Brazil ke bare sheharon mein zabardast muzahire kiye gaye aur ye silsila jari hai,0
2772,"Mohammad Hafeez: Senior team ki zarorat hote hain, isi ke sath meri koshish hoti hai ke youngsters ko moqa don ta ke wo T20 se one day phir test team mein jagah banayein aur team ke kamm aate rahein, main ne 2 saal mein 12 se 13 nojawanon ko promote kiya, T20 mein Mohammad Irfan, Zulfiqar Babar, Umar Amin, Haris Sohal, Raza Hassan aur Sohab Maqsod ko laya, Nasir Jamsheed aur Ahmed Shehzad ka come back karaya, aaindah bhi ye silsila jari rakhon ga",0
2773," pichle dinon Stain ko kaamyabiyan milein mustaqbil mein mamla ulat ho sakta hai, ye nahi samajhna chaheye ke Stain ka samna karte howae mujhe koi dushwari hoti hai",0
2774,"Mohammad Hafeez: Cricketers umoman zehani tor par mazbot shakhsiyat ke malik hote hain, isi leye mushkil conditions mein bhi acha kheel peh karte hain, zati tor par mujhe to zarorat nahi lekin agar board samajhta hai ke team ke ese sessions hone chaheyein to main usse bora nahi samjhon ga",0
2775,"Mohammad Hafeez: Meri ray ke mutabiq kheelon ko siyasat se alag rakhna chaheye, Bharti league mein humare siwa pori duniya ke cricketers kheel rahe hote hain, is mein Pakistani khilariyon ko bhi moqa dena chaheye, kai baras se esa ho raha hai, ab board masle ka hal soche, IPL mein muqable se bharpor cricket hoti hai, duniya ke maroof khilariyon ke sath aap ko dressing room share karne ka moqa milta hai, Kolkata Knight Raiders ki janib se hissa leya to Ricky Pointing aur Sorove Gangoli jese seniors ke sath the, un se player sekhta bhi hai, bari tadad mein crowd ki mojudgi kheelna ka lutf barha deti hai, mujhe chance mile to event mein shirkat kar ke khushi mehsos karon ga",0
2776," Mulk se bahar kheelne ke sabab saal mein humein kai mah ahal e khana se dor rehna parta hai jo asan nahi hota, is ke bawajod team ne apni karkardagi ka mayar barqarar rakha hai",0
2777,Ahmed Nadeem Qasmi iss waqt ke Badshahi masjid ke Imam Maulana Ghulam Murshid ke qaribi aziz they jo Ahmed Nadeem Qasmi Lahore laye aur unhien iss waqt ki shahar ki adbi shaksiyat Sufi Ghulam Mustafa Tabassum se motaraf karwaya,0
2778,1936 se 1938 ka arsa intehai gurbat aur tang dasti ka zamana tha lakin unhi dino Urdu ke kai maroof shaeron aur sahafyon se shanasai hasil hui Kirshan Chander aur Minto se dostana marasam paida huya,0
2779,ki ashat ke bas unhien 1944 mein Moqadme ka samna kerna para unhon ne 1946 mein adab latif ki adarat chordi issi baras unka majmua kalam�EEE€�EEE Jalal o Jamal�EEE€�EEE shae hua iss se pehley app ka shari majmua Dharken�EEE€�EEE aur tarajum ka aik majmua shae ho chuka tha,0
2780,"Issi baras Radio Pakistan Peshawar mein station director ke bahot israr per wahan Secretariat riter ke tor per molazim ho gae 1947 mein unhon ne Radio Pakistan Peshawar ke leyeh bahot se Qaumi nagme, Mili geet aur hub e watan ke mozu per fitchur aur darame tahreer ke aur tera aur chouda August ki darmiyani shab ko unhi ka oikha hua auwaleen Qaumi Nagma Radio Pakistan se nashar hua",0
2781,Taraqi pasand adebon ki Anjuman ke leay din rat kam kea aur Anjuman ki Pakistan shakh ke Jeneral Secretary muntakhib huey,0
2782,1963 mein unhon ne apney adbi resala�EEE€�EEEFanoon�EEE€�EEE ka ajra kea jo ajj tak shae hota hai,0
2783,Adbi resalon ke sath sath woh sahafat se bhi wabista rahey woh kuch arsa Imtiaz Ali Taj ke resaley �EEE€�EEEphool aur Tahzeb Nuswan�EEE€�EEE se wabista rahey aur bad mein taraqi pasand Urdu Ikhbar �EEE€�EEEAmroz�EEE€�EEEke leay fakahi colum likhtey rahey colum nigari mein Abdul Majed Salk ko apna ustad mantey they,0
2784,Ahmed Nadeem Qasmi ka colum Punch Daria ke anwan se tawel arsa tak Amroz mein shae hota raha,0
2785,Amroz ke bad Ahmed Nadeem Qasmi Roznama Jang aur bad mein Karachi se nikalney waley Roznama Huriat mein colum likhtey rahey wafat ke bad se pehley tak woh Roznama Jang mein colum likh rahey they apni zindagi ke akhri 32 saal woh Lahore mein adbi adara majlis taraqi adab ke director rahey,0
2786,Ahmed Nadeem Qasmi ne 1935 se shayari aur afsana nigari shuro ki woh Urdu adab mein taraqi pasand tahrek se wabasta huye,0
2787," 1988 mein app ne Haj ki sadat hasil ki aur bad e Azan kai bar Umrey ke liye bhi gaye 1995 mein kahanyon ka akhri majmua ""Koh Paima"" shaya hua issi baras app ki shayari ki akhri kitab ""Baseet"" bhi shae hue",0
2788,1999 mein umer bhar ki adbi khidmaat ke silay mein hukumat Pakistan ne Nishan e Imtiaz deya,0
2789,"Mohammad Hafeez: Main aur Misbah 14 baras se aik sath kheel rahe hain, hum mein achi understanding ho chuki hai, isi tarah shahid afridi ke sath kheelte howae bhi 8 se 10 saal tak ho chuke hain lehaza achi dosti hai, Misbah ne meri na main ne Misbah ki kabhi bhi beja himayat ki, hum hameshah merit par fasle karte hain, hum mein kabhi kisi baat par ikhtalaf nahi howa albata mazi mein jab is hawale se baatein ki gaeinto humein aik sath press conference kar ke wazahat deni par, is qism ki baaton ka humare ahal e khana par bora asar hota hai, jese dora South Africa mein aik din main aur Misbah aik sath bethe chai pe rahe the ke meri ahliya ka phone aaya unhon ne mujhe se pohcha ke �EEE€�EEEkia aap ki Misbah bhai se larai hoi hai�EEE€�EEE mera nafi mein jawab sun kar",0
2790,Mohammad Hafeez: Mujhe Rameez Raja ne ye laqab diya aur TV comentry se shayad ye awam tak pohancha main chunke ahmaqana baatein nahi karta is leye professor kaha jata hai aur mujhe is par bora nahi lagta,0
2791,"Mohammad Hafeez: Main is zimedari ko behad enjoy kar raha hun, pori team ki support mujhe hasil hai jab ke management bhi hosla afzai karti hai, isi wajah se ache nataij ache nataij samne aate hain",0
2792,"Mohammad Hafeez: Main kisi ki soch par pabandi nahi laga sakta magar esa bilkul nahi hai, main 2 formats ka number one all rounder aur har conditions mein acha perform karne ka ahal hun, agar aik, do teams ke khilaf record acha nahi to ye ghair mamoli baat nahi, main ne New Zealand aur England mein bari innings kheelein, South Africa mein badqismati se bara score na bana saka magar baz innings mein behtar kheel pesh kiya tha",0
2793,Likhne likhane se Hameed Nizami ko shuru se hi dilchaspi thi,0
2794,Aap ki yehi salahiyat 1937 mein aap ko Islamia College ke magazine �EEE€�EEEcrescent�EEE€�EEE ka naib mudeer banwane meinmadadgar sabit hoi,0
2795,Jab qarardad e Pakistan manzoor hoi to un dinon Hameed Nizami ke halke phulke mazamin adbi jaraid �EEE€�EEEHumayon�EEE€�EEE �EEE€�EEEadbi duniya�EEE€�EEE aur �EEE€�EEEsheraza mein shaya ho rahe the,0
2796,�EEE€�EEE Un ke likhe howae afsane aur qalmi khake adbi halkon mein aik khas shuhrat rakhte the lekin un ki manzil afsana aue khaka nigari na thi,0
2797," Purane waqton mein jab hukumat kisi khbar ki zamanat zabt karti to mali nusan awam ke chande se pora kiya jata, lekin 1947 mein Nawa e waqat ki dobara zamanat zabt hone par bhi Hameed Nizami ne chande ka kashkol uthana quomi gherat ke munafi tasawor kiya aur apne mali wasail se zar e zamanat dakhil karaya",0
2798,Qayam e Pakistan ke baad har hukumat ki ghalat policyon ko hadaf e tanqeed banate rehna un ke akhbar ki policy aur un ki zindagi ka maqsad thera aur wo intehai jurat aur bebaki se azadi e sahafat aur jamhuriyat ki jung larte rahe,0
